Title,Abstract,PDF Link
Multiple View Geometry Transformers for 3D Human Pose Estimation,"Ziwei Liao,



Jialiang Zhu,



Chunyu Wang,



Han Hu,



Steven L. Waslander",/content/CVPR2024/html/Liao_Multiple_View_Geometry_Transformers_for_3D_Human_Pose_Estimation_CVPR_2024_paper.html
SiTH: Single-view Textured Human Reconstruction with Image-Conditioned Diffusion,"Hsuan- I Ho,



Jie Song,



Otmar Hilliges",/content/CVPR2024/html/Ho_SiTH_Single-view_Textured_Human_Reconstruction_with_Image-Conditioned_Diffusion_CVPR_2024_paper.html
Distributionally Generative Augmentation for Fair Facial Attribute Classification,"Fengda Zhang,



Qianpei He,



Kun Kuang,



Jiashuo Liu,



Long Chen,



Chao Wu,



Jun Xiao,



Hanwang Zhang",/content/CVPR2024/html/Zhang_Distributionally_Generative_Augmentation_for_Fair_Facial_Attribute_Classification_CVPR_2024_paper.html
DynVideo-E: Harnessing Dynamic NeRF for Large-Scale Motion- and View-Change Human-Centric Video Editing,"Jia-Wei Liu,



Yan-Pei Cao,



Jay Zhangjie Wu,



Weijia Mao,



Yuchao Gu,



Rui Zhao,



Jussi Keppo,



Ying Shan,



Mike Zheng Shou",/content/CVPR2024/html/Liu_DynVideo-E_Harnessing_Dynamic_NeRF_for_Large-Scale_Motion-_and_View-Change_Human-Centric_CVPR_2024_paper.html
Real-Time Neural BRDF with Spherically Distributed Primitives,"Yishun Dou,



Zhong Zheng,



Qiaoqiao Jin,



Bingbing Ni,



Yugang Chen,



Junxiang Ke",/content/CVPR2024/html/Dou_Real-Time_Neural_BRDF_with_Spherically_Distributed_Primitives_CVPR_2024_paper.html
Harnessing Meta-Learning for Improving Full-Frame Video Stabilization,"Muhammad Kashif Ali,



Eun Woo Im,



Dongjin Kim,



Tae Hyun Kim",/content/CVPR2024/html/Ali_Harnessing_Meta-Learning_for_Improving_Full-Frame_Video_Stabilization_CVPR_2024_paper.html
VideoCrafter2: Overcoming Data Limitations for High-Quality Video Diffusion Models,"Haoxin Chen,



Yong Zhang,



Xiaodong Cun,



Menghan Xia,



Xintao Wang,



Chao Weng,



Ying Shan",/content/CVPR2024/html/Chen_VideoCrafter2_Overcoming_Data_Limitations_for_High-Quality_Video_Diffusion_Models_CVPR_2024_paper.html
From SAM to CAMs: Exploring Segment Anything Model for Weakly Supervised Semantic Segmentation,"Hyeokjun Kweon,



Kuk-Jin Yoon",/content/CVPR2024/html/Kweon_From_SAM_to_CAMs_Exploring_Segment_Anything_Model_for_Weakly_CVPR_2024_paper.html
Boosting Flow-based Generative Super-Resolution Models via Learned Prior,"Li-Yuan Tsao,



Yi-Chen Lo,



Chia-Che Chang,



Hao-Wei Chen,



Roy Tseng,



Chien Feng,



Chun-Yi Lee",/content/CVPR2024/html/Tsao_Boosting_Flow-based_Generative_Super-Resolution_Models_via_Learned_Prior_CVPR_2024_paper.html
How to Handle Sketch-Abstraction in Sketch-Based Image Retrieval?,"Subhadeep Koley,



Ayan Kumar Bhunia,



Aneeshan Sain,



Pinaki Nath Chowdhury,



Tao Xiang,



Yi-Zhe Song",/content/CVPR2024/html/Koley_How_to_Handle_Sketch-Abstraction_in_Sketch-Based_Image_Retrieval_CVPR_2024_paper.html
What You See is What You GAN: Rendering Every Pixel for High-Fidelity Geometry in 3D GANs,"Alex Trevithick,



Matthew Chan,



Towaki Takikawa,



Umar Iqbal,



Shalini De Mello,



Manmohan Chandraker,



Ravi Ramamoorthi,



Koki Nagano",/content/CVPR2024/html/Trevithick_What_You_See_is_What_You_GAN_Rendering_Every_Pixel_CVPR_2024_paper.html
Style Injection in Diffusion: A Training-free Approach for Adapting Large-scale Diffusion Models for Style Transfer,"Jiwoo Chung,



Sangeek Hyun,



Jae-Pil Heo",/content/CVPR2024/html/Chung_Style_Injection_in_Diffusion_A_Training-free_Approach_for_Adapting_Large-scale_CVPR_2024_paper.html
Towards Robust Learning to Optimize with Theoretical Guarantees,"Qingyu Song,



Wei Lin,



Juncheng Wang,



Hong Xu",/content/CVPR2024/html/Song_Towards_Robust_Learning_to_Optimize_with_Theoretical_Guarantees_CVPR_2024_paper.html
Differentiable Neural Surface Refinement for Modeling Transparent Objects,"Weijian Deng,



Dylan Campbell,



Chunyi Sun,



Shubham Kanitkar,



Matthew E. Shaffer,



Stephen Gould",/content/CVPR2024/html/Deng_Differentiable_Neural_Surface_Refinement_for_Modeling_Transparent_Objects_CVPR_2024_paper.html
OrthCaps: An Orthogonal CapsNet with Sparse Attention Routing and Pruning,"Xinyu Geng,



Jiaming Wang,



Jiawei Gong,



Yuerong Xue,



Jun Xu,



Fanglin Chen,



Xiaolin Huang",/content/CVPR2024/html/Geng_OrthCaps_An_Orthogonal_CapsNet_with_Sparse_Attention_Routing_and_Pruning_CVPR_2024_paper.html
ProS: Prompting-to-simulate Generalized knowledge for Universal Cross-Domain Retrieval,"Kaipeng Fang,



Jingkuan Song,



Lianli Gao,



Pengpeng Zeng,



Zhi-Qi Cheng,



Xiyao Li,



Heng Tao Shen",/content/CVPR2024/html/Fang_ProS_Prompting-to-simulate_Generalized_knowledge_for_Universal_Cross-Domain_Retrieval_CVPR_2024_paper.html
Florence-2: Advancing a Unified Representation for a Variety of Vision Tasks,"Bin Xiao,



Haiping Wu,



Weijian Xu,



Xiyang Dai,



Houdong Hu,



Yumao Lu,



Michael Zeng,



Ce Liu,



Lu Yuan",/content/CVPR2024/html/Xiao_Florence-2_Advancing_a_Unified_Representation_for_a_Variety_of_Vision_CVPR_2024_paper.html
NeRF On-the-go: Exploiting Uncertainty for Distractor-free NeRFs in the Wild,"Weining Ren,



Zihan Zhu,



Boyang Sun,



Jiaqi Chen,



Marc Pollefeys,



Songyou Peng",/content/CVPR2024/html/Ren_NeRF_On-the-go_Exploiting_Uncertainty_for_Distractor-free_NeRFs_in_the_Wild_CVPR_2024_paper.html
3D Human Pose Perception from Egocentric Stereo Videos,"Hiroyasu Akada,



Jian Wang,



Vladislav Golyanik,



Christian Theobalt",/content/CVPR2024/html/Akada_3D_Human_Pose_Perception_from_Egocentric_Stereo_Videos_CVPR_2024_paper.html
Grid Diffusion Models for Text-to-Video Generation,"Taegyeong Lee,



Soyeong Kwon,



Taehwan Kim",/content/CVPR2024/html/Lee_Grid_Diffusion_Models_for_Text-to-Video_Generation_CVPR_2024_paper.html
Boosting Object Detection with Zero-Shot Day-Night Domain Adaptation,"Zhipeng Du,



Miaojing Shi,



Jiankang Deng",/content/CVPR2024/html/Du_Boosting_Object_Detection_with_Zero-Shot_Day-Night_Domain_Adaptation_CVPR_2024_paper.html
LucidDreamer: Towards High-Fidelity Text-to-3D Generation via Interval Score Matching,"Yixun Liang,



Xin Yang,



Jiantao Lin,



Haodong Li,



Xiaogang Xu,



Yingcong Chen",/content/CVPR2024/html/Liang_LucidDreamer_Towards_High-Fidelity_Text-to-3D_Generation_via_Interval_Score_Matching_CVPR_2024_paper.html
PTM-VQA: Efficient Video Quality Assessment Leveraging Diverse PreTrained Models from the Wild,"Kun Yuan,



Hongbo Liu,



Mading Li,



Muyi Sun,



Ming Sun,



Jiachao Gong,



Jinhua Hao,



Chao Zhou,



Yansong Tang",/content/CVPR2024/html/Yuan_PTM-VQA_Efficient_Video_Quality_Assessment_Leveraging_Diverse_PreTrained_Models_from_CVPR_2024_paper.html
Versatile Medical Image Segmentation Learned from Multi-Source Datasets via Model Self-Disambiguation,"Xiaoyang Chen,



Hao Zheng,



Yuemeng Li,



Yuncong Ma,



Liang Ma,



Hongming Li,



Yong Fan",/content/CVPR2024/html/Chen_Versatile_Medical_Image_Segmentation_Learned_from_Multi-Source_Datasets_via_Model_CVPR_2024_paper.html
Improving Generalization via Meta-Learning on Hard Samples,"Nishant Jain,



Arun S. Suggala,



Pradeep Shenoy",/content/CVPR2024/html/Jain_Improving_Generalization_via_Meta-Learning_on_Hard_Samples_CVPR_2024_paper.html
Align and Aggregate: Compositional Reasoning with Video Alignment and Answer Aggregation for Video Question-Answering,"Zhaohe Liao,



Jiangtong Li,



Li Niu,



Liqing Zhang",/content/CVPR2024/html/Liao_Align_and_Aggregate_Compositional_Reasoning_with_Video_Alignment_and_Answer_CVPR_2024_paper.html
REACTO: Reconstructing Articulated Objects from a Single Video,"Chaoyue Song,



Jiacheng Wei,



Chuan Sheng Foo,



Guosheng Lin,



Fayao Liu",/content/CVPR2024/html/Song_REACTO_Reconstructing_Articulated_Objects_from_a_Single_Video_CVPR_2024_paper.html
Egocentric Whole-Body Motion Capture with FisheyeViT and Diffusion-Based Motion Refinement,"Jian Wang,



Zhe Cao,



Diogo Luvizon,



Lingjie Liu,



Kripasindhu Sarkar,



Danhang Tang,



Thabo Beeler,



Christian Theobalt",/content/CVPR2024/html/Wang_Egocentric_Whole-Body_Motion_Capture_with_FisheyeViT_and_Diffusion-Based_Motion_Refinement_CVPR_2024_paper.html
Language Embedded 3D Gaussians for Open-Vocabulary Scene Understanding,"Jin-Chuan Shi,



Miao Wang,



Hao-Bin Duan,



Shao-Hua Guan",/content/CVPR2024/html/Shi_Language_Embedded_3D_Gaussians_for_Open-Vocabulary_Scene_Understanding_CVPR_2024_paper.html
Towards Automated Movie Trailer Generation,"Dawit Mureja Argaw,



Mattia Soldan,



Alejandro Pardo,



Chen Zhao,



Fabian Caba Heilbron,



Joon Son Chung,



Bernard Ghanem",/content/CVPR2024/html/Argaw_Towards_Automated_Movie_Trailer_Generation_CVPR_2024_paper.html
Differentiable Information Bottleneck for Deterministic Multi-view Clustering,"Xiaoqiang Yan,



Zhixiang Jin,



Fengshou Han,



Yangdong Ye",/content/CVPR2024/html/Yan_Differentiable_Information_Bottleneck_for_Deterministic_Multi-view_Clustering_CVPR_2024_paper.html
Sheared Backpropagation for Fine-tuning Foundation Models,"Zhiyuan Yu,



Li Shen,



Liang Ding,



Xinmei Tian,



Yixin Chen,



Dacheng Tao",/content/CVPR2024/html/Yu_Sheared_Backpropagation_for_Fine-tuning_Foundation_Models_CVPR_2024_paper.html
Action-slot: Visual Action-centric Representations for Multi-label Atomic Activity Recognition in Traffic Scenes,"Chi-Hsi Kung,



Shu-Wei Lu,



Yi-Hsuan Tsai,



Yi-Ting Chen",/content/CVPR2024/html/Kung_Action-slot_Visual_Action-centric_Representations_for_Multi-label_Atomic_Activity_Recognition_in_CVPR_2024_paper.html
Animatable Gaussians: Learning Pose-dependent Gaussian Maps for High-fidelity Human Avatar Modeling,"Zhe Li,



Zerong Zheng,



Lizhen Wang,



Yebin Liu",/content/CVPR2024/html/Li_Animatable_Gaussians_Learning_Pose-dependent_Gaussian_Maps_for_High-fidelity_Human_Avatar_CVPR_2024_paper.html
Latency Correction for Event-guided Deblurring and Frame Interpolation,"Yixin Yang,



Jinxiu Liang,



Bohan Yu,



Yan Chen,



Jimmy S. Ren,



Boxin Shi",/content/CVPR2024/html/Yang_Latency_Correction_for_Event-guided_Deblurring_and_Frame_Interpolation_CVPR_2024_paper.html
Retraining-Free Model Quantization via One-Shot Weight-Coupling Learning,"Chen Tang,



Yuan Meng,



Jiacheng Jiang,



Shuzhao Xie,



Rongwei Lu,



Xinzhu Ma,



Zhi Wang,



Wenwu Zhu",/content/CVPR2024/html/Tang_Retraining-Free_Model_Quantization_via_One-Shot_Weight-Coupling_Learning_CVPR_2024_paper.html
EVCap: Retrieval-Augmented Image Captioning with External Visual-Name Memory for Open-World Comprehension,"Jiaxuan Li,



Duc Minh Vo,



Akihiro Sugimoto,



Hideki Nakayama",/content/CVPR2024/html/Li_EVCap_Retrieval-Augmented_Image_Captioning_with_External_Visual-Name_Memory_for_Open-World_CVPR_2024_paper.html
SIFU: Side-view Conditioned Implicit Function for Real-world Usable Clothed Human Reconstruction,"Zechuan Zhang,



Zongxin Yang,



Yi Yang",/content/CVPR2024/html/Zhang_SIFU_Side-view_Conditioned_Implicit_Function_for_Real-world_Usable_Clothed_Human_CVPR_2024_paper.html
WinSyn: : A High Resolution Testbed for Synthetic Data,"Tom Kelly,



John Femiani,



Peter Wonka",/content/CVPR2024/html/Kelly_WinSyn__A_High_Resolution_Testbed_for_Synthetic_Data_CVPR_2024_paper.html
Autoregressive Queries for Adaptive Tracking with Spatio-Temporal Transformers,"Jinxia Xie,



Bineng Zhong,



Zhiyi Mo,



Shengping Zhang,



Liangtao Shi,



Shuxiang Song,



Rongrong Ji",/content/CVPR2024/html/Xie_Autoregressive_Queries_for_Adaptive_Tracking_with_Spatio-Temporal_Transformers_CVPR_2024_paper.html
Misalignment-Robust Frequency Distribution Loss for Image Transformation,"Zhangkai Ni,



Juncheng Wu,



Zian Wang,



Wenhan Yang,



Hanli Wang,



Lin Ma",/content/CVPR2024/html/Ni_Misalignment-Robust_Frequency_Distribution_Loss_for_Image_Transformation_CVPR_2024_paper.html
Language-aware Visual Semantic Distillation for Video Question Answering,"Bo Zou,



Chao Yang,



Yu Qiao,



Chengbin Quan,



Youjian Zhao",/content/CVPR2024/html/Zou_Language-aware_Visual_Semantic_Distillation_for_Video_Question_Answering_CVPR_2024_paper.html
Lane2Seq: Towards Unified Lane Detection via Sequence Generation,Kunyang Zhou,/content/CVPR2024/html/Zhou_Lane2Seq_Towards_Unified_Lane_Detection_via_Sequence_Generation_CVPR_2024_paper.html
Disentangled Prompt Representation for Domain Generalization,"De Cheng,



Zhipeng Xu,



Xinyang Jiang,



Nannan Wang,



Dongsheng Li,



Xinbo Gao",/content/CVPR2024/html/Cheng_Disentangled_Prompt_Representation_for_Domain_Generalization_CVPR_2024_paper.html
Abductive Ego-View Accident Video Understanding for Safe Driving Perception,"Jianwu Fang,



Lei-lei Li,



Junfei Zhou,



Junbin Xiao,



Hongkai Yu,



Chen Lv,



Jianru Xue,



Tat-Seng Chua",/content/CVPR2024/html/Fang_Abductive_Ego-View_Accident_Video_Understanding_for_Safe_Driving_Perception_CVPR_2024_paper.html
Cross-spectral Gated-RGB Stereo Depth Estimation,"Samuel Brucker,



Stefanie Walz,



Mario Bijelic,



Felix Heide",/content/CVPR2024/html/Brucker_Cross-spectral_Gated-RGB_Stereo_Depth_Estimation_CVPR_2024_paper.html
KVQ: Kwai Video Quality Assessment for Short-form Videos,"Yiting Lu,



Xin Li,



Yajing Pei,



Kun Yuan,



Qizhi Xie,



Yunpeng Qu,



Ming Sun,



Chao Zhou,



Zhibo Chen",/content/CVPR2024/html/Lu_KVQ_Kwai_Video_Quality_Assessment_for_Short-form_Videos_CVPR_2024_paper.html
Degrees of Freedom Matter: Inferring Dynamics from Point Trajectories,"Yan Zhang,



Sergey Prokudin,



Marko Mihajlovic,



Qianli Ma,



Siyu Tang",/content/CVPR2024/html/Zhang_Degrees_of_Freedom_Matter_Inferring_Dynamics_from_Point_Trajectories_CVPR_2024_paper.html
LEMON: Learning 3D Human-Object Interaction Relation from 2D Images,"Yuhang Yang,



Wei Zhai,



Hongchen Luo,



Yang Cao,



Zheng-Jun Zha",/content/CVPR2024/html/Yang_LEMON_Learning_3D_Human-Object_Interaction_Relation_from_2D_Images_CVPR_2024_paper.html
Low-Latency Neural Stereo Streaming,"Qiqi Hou,



Farzad Farhadzadeh,



Amir Said,



Guillaume Sautiere,



Hoang Le",/content/CVPR2024/html/Hou_Low-Latency_Neural_Stereo_Streaming_CVPR_2024_paper.html
Understanding Video Transformers via Universal Concept Discovery,"Matthew Kowal,



Achal Dave,



Rares Ambrus,



Adrien Gaidon,



Konstantinos G. Derpanis,



Pavel Tokmakov",/content/CVPR2024/html/Kowal_Understanding_Video_Transformers_via_Universal_Concept_Discovery_CVPR_2024_paper.html
Exploring the Transferability of Visual Prompting for Multimodal Large Language Models,"Yichi Zhang,



Yinpeng Dong,



Siyuan Zhang,



Tianzan Min,



Hang Su,



Jun Zhu",/content/CVPR2024/html/Zhang_Exploring_the_Transferability_of_Visual_Prompting_for_Multimodal_Large_Language_CVPR_2024_paper.html
PointOBB: Learning Oriented Object Detection via Single Point Supervision,"Junwei Luo,



Xue Yang,



Yi Yu,



Qingyun Li,



Junchi Yan,



Yansheng Li",/content/CVPR2024/html/Luo_PointOBB_Learning_Oriented_Object_Detection_via_Single_Point_Supervision_CVPR_2024_paper.html
Intrinsic Image Diffusion for Indoor Single-view Material Estimation,"Peter Kocsis,



Vincent Sitzmann,



Matthias Nießner",/content/CVPR2024/html/Kocsis_Intrinsic_Image_Diffusion_for_Indoor_Single-view_Material_Estimation_CVPR_2024_paper.html
SHAP-EDITOR: Instruction-Guided Latent 3D Editing in Seconds,"Minghao Chen,



Junyu Xie,



Iro Laina,



Andrea Vedaldi",/content/CVPR2024/html/Chen_SHAP-EDITOR_Instruction-Guided_Latent_3D_Editing_in_Seconds_CVPR_2024_paper.html
HyperSDFusion: Bridging Hierarchical Structures in Language and Geometry for Enhanced 3D Text2Shape Generation,"Zhiying Leng,



Tolga Birdal,



Xiaohui Liang,



Federico Tombari",/content/CVPR2024/html/Leng_HyperSDFusion_Bridging_Hierarchical_Structures_in_Language_and_Geometry_for_Enhanced_CVPR_2024_paper.html
OmniParser: A Unified Framework for Text Spotting Key Information Extraction and Table Recognition,"Jianqiang Wan,



Sibo Song,



Wenwen Yu,



Yuliang Liu,



Wenqing Cheng,



Fei Huang,



Xiang Bai,



Cong Yao,



Zhibo Yang",/content/CVPR2024/html/Wan_OmniParser_A_Unified_Framework_for_Text_Spotting_Key_Information_Extraction_CVPR_2024_paper.html
Are Conventional SNNs Really Efficient? A Perspective from Network Quantization,"Guobin Shen,



Dongcheng Zhao,



Tenglong Li,



Jindong Li,



Yi Zeng",/content/CVPR2024/html/Shen_Are_Conventional_SNNs_Really_Efficient_A_Perspective_from_Network_Quantization_CVPR_2024_paper.html
Training Like a Medical Resident: Context-Prior Learning Toward Universal Medical Image Segmentation,Yunhe Gao,/content/CVPR2024/html/Gao_Training_Like_a_Medical_Resident_Context-Prior_Learning_Toward_Universal_Medical_CVPR_2024_paper.html
Material Palette: Extraction of Materials from a Single Image,"Ivan Lopes,



Fabio Pizzati,



Raoul de Charette",/content/CVPR2024/html/Lopes_Material_Palette_Extraction_of_Materials_from_a_Single_Image_CVPR_2024_paper.html
Initialization Matters for Adversarial Transfer Learning,"Andong Hua,



Jindong Gu,



Zhiyu Xue,



Nicholas Carlini,



Eric Wong,



Yao Qin",/content/CVPR2024/html/Hua_Initialization_Matters_for_Adversarial_Transfer_Learning_CVPR_2024_paper.html
RealCustom: Narrowing Real Text Word for Real-Time Open-Domain Text-to-Image Customization,"Mengqi Huang,



Zhendong Mao,



Mingcong Liu,



Qian He,



Yongdong Zhang",/content/CVPR2024/html/Huang_RealCustom_Narrowing_Real_Text_Word_for_Real-Time_Open-Domain_Text-to-Image_Customization_CVPR_2024_paper.html
MicroDiffusion: Implicit Representation-Guided Diffusion for 3D Reconstruction from Limited 2D Microscopy Projections,"Mude Hui,



Zihao Wei,



Hongru Zhu,



Fei Xia,



Yuyin Zhou",/content/CVPR2024/html/Hui_MicroDiffusion_Implicit_Representation-Guided_Diffusion_for_3D_Reconstruction_from_Limited_2D_CVPR_2024_paper.html
Task-Conditioned Adaptation of Visual Features in Multi-Task Policy Learning,"Pierre Marza,



Laetitia Matignon,



Olivier Simonin,



Christian Wolf",/content/CVPR2024/html/Marza_Task-Conditioned_Adaptation_of_Visual_Features_in_Multi-Task_Policy_Learning_CVPR_2024_paper.html
L0-Sampler: An L0 Model Guided Volume Sampling for NeRF,"Liangchen Li,



Juyong Zhang",/content/CVPR2024/html/Li_L0-Sampler_An_L0_Model_Guided_Volume_Sampling_for_NeRF_CVPR_2024_paper.html
Hybrid Proposal Refiner: Revisiting DETR Series from the Faster R-CNN Perspective,"Jinjing Zhao,



Fangyun Wei,



Chang Xu",/content/CVPR2024/html/Zhao_Hybrid_Proposal_Refiner_Revisiting_DETR_Series_from_the_Faster_R-CNN_CVPR_2024_paper.html
Practical Measurements of Translucent Materials with Inter-Pixel Translucency Prior,"Zhenyu Chen,



Jie Guo,



Shuichang Lai,



Ruoyu Fu,



Mengxun Kong,



Chen Wang,



Hongyu Sun,



Zhebin Zhang,



Chen Li,



Yanwen Guo",/content/CVPR2024/html/Chen_Practical_Measurements_of_Translucent_Materials_with_Inter-Pixel_Translucency_Prior_CVPR_2024_paper.html
TurboSL: Dense Accurate and Fast 3D by Neural Inverse Structured Light,"Parsa Mirdehghan,



Maxx Wu,



Wenzheng Chen,



David B. Lindell,



Kiriakos N. Kutulakos",/content/CVPR2024/html/Mirdehghan_TurboSL_Dense_Accurate_and_Fast_3D_by_Neural_Inverse_Structured_CVPR_2024_paper.html
Text2QR: Harmonizing Aesthetic Customization and Scanning Robustness for Text-Guided QR Code Generation,"Guangyang Wu,



Xiaohong Liu,



Jun Jia,



Xuehao Cui,



Guangtao Zhai",/content/CVPR2024/html/Wu_Text2QR_Harmonizing_Aesthetic_Customization_and_Scanning_Robustness_for_Text-Guided_QR_CVPR_2024_paper.html
GS-IR: 3D Gaussian Splatting for Inverse Rendering,"Zhihao Liang,



Qi Zhang,



Ying Feng,



Ying Shan,



Kui Jia",/content/CVPR2024/html/Liang_GS-IR_3D_Gaussian_Splatting_for_Inverse_Rendering_CVPR_2024_paper.html
SynFog: A Photo-realistic Synthetic Fog Dataset based on End-to-end Imaging Simulation for Advancing Real-World Defogging in Autonomous Driving,"Yiming Xie,



Henglu Wei,



Zhenyi Liu,



Xiaoyu Wang,



Xiangyang Ji",/content/CVPR2024/html/Xie_SynFog_A_Photo-realistic_Synthetic_Fog_Dataset_based_on_End-to-end_Imaging_CVPR_2024_paper.html
Video Harmonization with Triplet Spatio-Temporal Variation Patterns,"Zonghui Guo,



Xinyu Han,



Jie Zhang,



Shiguang Shan,



Haiyong Zheng",/content/CVPR2024/html/Guo_Video_Harmonization_with_Triplet_Spatio-Temporal_Variation_Patterns_CVPR_2024_paper.html
TRINS: Towards Multimodal Language Models that Can Read,"Ruiyi Zhang,



Yanzhe Zhang,



Jian Chen,



Yufan Zhou,



Jiuxiang Gu,



Changyou Chen,



Tong Sun",/content/CVPR2024/html/Zhang_TRINS_Towards_Multimodal_Language_Models_that_Can_Read_CVPR_2024_paper.html
Self-Supervised Representation Learning from Arbitrary Scenarios,"Zhaowen Li,



Yousong Zhu,



Zhiyang Chen,



Zongxin Gao,



Rui Zhao,



Chaoyang Zhao,



Ming Tang,



Jinqiao Wang",/content/CVPR2024/html/Li_Self-Supervised_Representation_Learning_from_Arbitrary_Scenarios_CVPR_2024_paper.html
Improved Zero-Shot Classification by Adapting VLMs with Text Descriptions,"Oindrila Saha,



Grant Van Horn,



Subhransu Maji",/content/CVPR2024/html/Saha_Improved_Zero-Shot_Classification_by_Adapting_VLMs_with_Text_Descriptions_CVPR_2024_paper.html
Living Scenes: Multi-object Relocalization and Reconstruction in Changing 3D Environments,"Liyuan Zhu,



Shengyu Huang,



Konrad Schindler,



Iro Armeni",/content/CVPR2024/html/Zhu_Living_Scenes_Multi-object_Relocalization_and_Reconstruction_in_Changing_3D_Environments_CVPR_2024_paper.html
CricaVPR: Cross-image Correlation-aware Representation Learning for Visual Place Recognition,"Feng Lu,



Xiangyuan Lan,



Lijun Zhang,



Dongmei Jiang,



Yaowei Wang,



Chun Yuan",/content/CVPR2024/html/Lu_CricaVPR_Cross-image_Correlation-aware_Representation_Learning_for_Visual_Place_Recognition_CVPR_2024_paper.html
ECLIPSE: A Resource-Efficient Text-to-Image Prior for Image Generations,"Maitreya Patel,



Changhoon Kim,



Sheng Cheng,



Chitta Baral,



Yezhou Yang",/content/CVPR2024/html/Patel_ECLIPSE_A_Resource-Efficient_Text-to-Image_Prior_for_Image_Generations_CVPR_2024_paper.html
Adaptive Bidirectional Displacement for Semi-Supervised Medical Image Segmentation,"Hanyang Chi,



Jian Pang,



Bingfeng Zhang,



Weifeng Liu",/content/CVPR2024/html/Chi_Adaptive_Bidirectional_Displacement_for_Semi-Supervised_Medical_Image_Segmentation_CVPR_2024_paper.html
Accurate Training Data for Occupancy Map Prediction in Automated Driving Using Evidence Theory,"Jonas Kälble,



Sascha Wirges,



Maxim Tatarchenko,



Eddy Ilg",/content/CVPR2024/html/Kalble_Accurate_Training_Data_for_Occupancy_Map_Prediction_in_Automated_Driving_CVPR_2024_paper.html
DiffusionLight: Light Probes for Free by Painting a Chrome Ball,"Pakkapon Phongthawee,



Worameth Chinchuthakun,



Nontaphat Sinsunthithet,



Varun Jampani,



Amit Raj,



Pramook Khungurn,



Supasorn Suwajanakorn",/content/CVPR2024/html/Phongthawee_DiffusionLight_Light_Probes_for_Free_by_Painting_a_Chrome_Ball_CVPR_2024_paper.html
Instance-level Expert Knowledge and Aggregate Discriminative Attention for Radiology Report Generation,"Shenshen Bu,



Taiji Li,



Yuedong Yang,



Zhiming Dai",/content/CVPR2024/html/Bu_Instance-level_Expert_Knowledge_and_Aggregate_Discriminative_Attention_for_Radiology_Report_CVPR_2024_paper.html
Task-Adaptive Saliency Guidance for Exemplar-free Class Incremental Learning,"Xialei Liu,



Jiang-Tian Zhai,



Andrew D. Bagdanov,



Ke Li,



Ming-Ming Cheng",/content/CVPR2024/html/Liu_Task-Adaptive_Saliency_Guidance_for_Exemplar-free_Class_Incremental_Learning_CVPR_2024_paper.html
Rethinking the Spatial Inconsistency in Classifier-Free Diffusion Guidance,"Dazhong Shen,



Guanglu Song,



Zeyue Xue,



Fu-Yun Wang,



Yu Liu",/content/CVPR2024/html/Shen_Rethinking_the_Spatial_Inconsistency_in_Classifier-Free_Diffusion_Guidance_CVPR_2024_paper.html
Language-driven All-in-one Adverse Weather Removal,"Hao Yang,



Liyuan Pan,



Yan Yang,



Wei Liang",/content/CVPR2024/html/Yang_Language-driven_All-in-one_Adverse_Weather_Removal_CVPR_2024_paper.html
Each Test Image Deserves A Specific Prompt: Continual Test-Time Adaptation for 2D Medical Image Segmentation,"Ziyang Chen,



Yongsheng Pan,



Yiwen Ye,



Mengkang Lu,



Yong Xia",/content/CVPR2024/html/Chen_Each_Test_Image_Deserves_A_Specific_Prompt_Continual_Test-Time_Adaptation_CVPR_2024_paper.html
KTPFormer: Kinematics and Trajectory Prior Knowledge-Enhanced Transformer for 3D Human Pose Estimation,"Jihua Peng,



Yanghong Zhou,



P. Y. Mok",/content/CVPR2024/html/Peng_KTPFormer_Kinematics_and_Trajectory_Prior_Knowledge-Enhanced_Transformer_for_3D_Human_CVPR_2024_paper.html
MAPLM: A Real-World Large-Scale Vision-Language Benchmark for Map and Traffic Scene Understanding,"Xu Cao,



Tong Zhou,



Yunsheng Ma,



Wenqian Ye,



Can Cui,



Kun Tang,



Zhipeng Cao,



Kaizhao Liang,



Ziran Wang,



James M. Rehg,



Chao Zheng",/content/CVPR2024/html/Cao_MAPLM_A_Real-World_Large-Scale_Vision-Language_Benchmark_for_Map_and_Traffic_CVPR_2024_paper.html
EgoExoLearn: A Dataset for Bridging Asynchronous Ego- and Exo-centric View of Procedural Activities in Real World,"Yifei Huang,



Guo Chen,



Jilan Xu,



Mingfang Zhang,



Lijin Yang,



Baoqi Pei,



Hongjie Zhang,



Lu Dong,



Yali Wang,



Limin Wang,



Yu Qiao",/content/CVPR2024/html/Huang_EgoExoLearn_A_Dataset_for_Bridging_Asynchronous_Ego-_and_Exo-centric_View_CVPR_2024_paper.html
Differentiable Micro-Mesh Construction,"Yishun Dou,



Zhong Zheng,



Qiaoqiao Jin,



Rui Shi,



Yuhan Li,



Bingbing Ni",/content/CVPR2024/html/Dou_Differentiable_Micro-Mesh_Construction_CVPR_2024_paper.html
Improved Implicit Neural Representation with Fourier Reparameterized Training,"Kexuan Shi,



Xingyu Zhou,



Shuhang Gu",/content/CVPR2024/html/Shi_Improved_Implicit_Neural_Representation_with_Fourier_Reparameterized_Training_CVPR_2024_paper.html
